"id","created_time","message"
"449664581882455_488339148014998","2015-11-28T13:07:10+0000","貢寮、雙溪，我們明天早上見!"
"449664581882455_488287804686799","2015-11-28T07:26:11+0000","經過汐止火車站，被輕快的音樂聲吸引，駐足停留，原來是東山國小的學生成果展。 一個全校人數只有四十人的迷你國小，在老師與家長的齊心協助下，能夠讓每一位學生都參與，辦出這麼精彩的藝文表演活動，真是值得喝采。 每一位孩子，都是台灣的未來。 只有這些孩子有未來，台灣才有未來。"
"449664581882455_488080968040816","2015-11-27T13:19:41+0000","當大家看見我出現在預錄的正晶限時批的今晚，其實，我正在瑞芳四腳亭掃街。 感謝這群可愛的志工，犧牲星期五晚上的休閒，頂著微寒的冷風，與我一同挨家挨戶拜票。 更感謝所有願意開門與我們打招呼的鄉親，你們的鼓勵與支持，點滴在心。 是的，我們雖然沒有黨產綁樁腳，但我們有一雙堅定的雙腳，走遍選區的每個角落，用我們真誠的努力，爭取選民的認同與支持！"
"449664581882455_487789934736586","2015-11-26T11:18:36+0000","瑞芳鄉親，明晚見!"
"449664581882455_487637584751821","2015-11-26T03:36:50+0000","清晨從瑞芳的山邊，現在已經移動到鼻頭角的海涯。 這個選區的拜票行程，真是體力與毅力的大試煉！ 我們一步一腳印，繼續加油！"
"449664581882455_487479244767655","2015-11-25T15:22:32+0000","瑞芳，明天早上見！"
"449664581882455_487334914782088","2015-11-25T02:15:42+0000","謝謝周雅玲議員陪伴走過飄著細雨，但是卻溫暖感人的金山街頭。鄉親的好彩頭祝福，以及各個店家的笑容，讓人深刻感受到金山真是個幸福的好所在。 剩下52天，讓國昌陪你從台灣頭贏回幸福！"
"449664581882455_487211131461133","2015-11-24T15:09:47+0000","金山，明天早上見！"
"449664581882455_487125368136376","2015-11-24T07:32:56+0000","公民參政、贏回台灣 黃國昌登記參選聲明 7月27日，我宣布參選新北市第十二選區的立法委員。當時，我想從自己的家鄉出發，開始踏上實踐新政治的道路。此時此刻，我的理想與堅持依然不變；不過，歷經四個月的競選活動之後，讓我對於政治有了更多的學習及更深的體會。 決定投身選舉前，我在學術界和公民運動間發掘改變社會的可能，除了以學者論述提出改革呼籲外，並以實際行動尋求改變的契機；一次又一次，我感受到台灣豐沛的社會力，也感受到人民對台灣未來發展的憂心。自投入選舉後，我走遍鄉里社區，一步一腳印，握到一雙雙溫暖的手，在與鄉親面對面的接觸過程中，我更深深體會到人民希望生活改善的樸素心願，以及對進步力量的期待與託付。 我所參選的新北市第十二選區，其實是台灣廣大縮影之一隅。過去幾年，政治人物為了選票，對人民描繪出一幅幅美好的願景，人民也投下他們信任的一票。然而，選後人民面對的現實卻是：一項項的假政績和假動工，整體發展的停滯、甚至倒退，發展資源的分配不公。尤有甚者，偏私無能的政客，更讓這片土地陷入多重危機，而讓年輕人快要看不到未來，扭轉命運的時間所剩無幾。 無論是從國政的大方向著手，改變台灣的政治，推動制度的改革，或是從鄉間鄰里所聽到祈求改善生活的素樸訴求，都是我未來進入國會必須努力實踐的目標。以國政的視野來看整體政治、經濟與社會，國家本來就肩負責任，提供良好環境與制度條件，讓每個人都可以自由追尋人生的夢想。政治，本就在處理眾人之事，瞭解人民需求、回應人民心聲，將人民生活所關心之事，當成自己認真看待的大事，是政治人物本來的責任。 因此，在「公民參政，贏回台灣」的主軸下，我主張：一、改善就業環境，提升勞動條件；二、落實年金改革，讓下一代有未來；三、實現人民作主的新政治；四、打造透明專業的新國會；五、建構永續生活環境；六、健全交通運輸、提昇生活品質；七、創造新北市七星區的「在地經濟」、「在地就業」與「在地生活」。 這七大主張，將透過我未來對新北市第十二選區所陸續提出的「十二項幸福宣言」加以落實。這些主張，不僅將作為我未來四年在國會奮鬥的目標，也是供鄉親檢視我努力成果的指標。藉由改善對外交通，創造在地經濟，增加在地就業，進而提升在地生活，我要讓這個擁有深厚發展潛力與豐富觀光資源的地區，不僅告別核電陰影，更要告別「偏鄉」的稱號，在創新產業與文化珍產的領航下，成為台灣頭一顆耀眼的明珠! 當我在市場看見為生計打拼的攤商，在工廠遇見努力認真的勞工，在馬路上看著服務大眾的義交 . . . . . 這一張張素樸的臉龐，都實實在在地見證著人民的力量。也正是這些最為平實、卻又令人動容的認真質樸，讓我必須堅持改革的理想，從台灣頭開始，翻轉國會，贏回台灣。"
"449664581882455_486949741487272","2015-11-23T15:01:58+0000","夜深了，辦公室的夥伴忙了一天，還繼續接著準備明天的競選登記活動。 辛苦了，謝謝你們！"
"449664581882455_486398921542354","2015-11-21T13:41:20+0000","滿載改革的熱情 一定「擱衝」 從參選至今四個月的時間，我與競選團隊、志工朋友、還有各位熱情支持的朋友陪同之下，走遍汐止、金山、萬里、瑞芳、平溪、雙溪與貢寮的大街小巷，堅持一步一腳印，要盡我所能握住每雙支持者的手。 一路走來，發生許多讓我深深感動的事情，今晚餐會鄉親與支持朋友的熱情，即是讓我落淚之事；原本預定席開六十桌，到最後一路加開到將近百桌，現場湧進將近千名鄉親與支持者，只是讓我落淚的並不是桌數多寡，而是我從家鄉出發的心意，被鄉親們肯定，願意給我所有的支持，願意對我伸出他們炙熱的雙手。 竹間也老師的歌曲 - <擱衝>的歌詞，徹底寫出我的心情，「因為我知影你心內的苦 所以勇敢踏出我的腳步 無論過去外多的苦楚 這條路咱一定要成功 國昌 擱再衝 衝出你我的前途 越大的風雨 咱意志越堅固 不管未來外艱苦 咱就要繼續衝 有?的照顧 支持我行向未來的路」 謝謝名主持人鍾年晃、林育卉，以及時代力量的好友與盟友徐永明教授、馮光遠、柯一正導演與高潞?以用，民進黨前總統府秘書長邱義仁、前立委陳朝龍與新北市議員周雅玲、中研院瞿海源教授、人權律師羅秉成、民視董事長田再庭、正晶限時批主持人彭文正，與導演鄭鉦涼等，特別趕到汐止為國昌加油打氣；羅東醫院陳永興院長慷慨捐贈名畫家盧月鉛、曾月德教授精采畫作，掀起拍賣高潮，感動我的心意不在於金錢的多寡，而是大家對於改革國會、創造新政治的心意，我都收到了。 最後，容我重複歌詞的末兩句 有?的照顧 支持我行向未來的路 未來的路，因為有了你們無私的支持，我會走得更穩健，更抬頭挺胸。"
"449664581882455_486320234883556","2015-11-21T04:27:22+0000","國昌募款餐會 免費接駁服務 感謝各位鄉親、貴賓熱情的支持，今晚將有許多貴賓會赴汐止參加募款餐會，共享佳餚；餐會地點 - 那米哥宴會廣場，體恤從外地趕赴之賓客，特別提供免費接駁服務，接駁車地點會有黃國昌競選團隊志工為您服務，歡迎各位嘉賓多多搭乘那米哥巴士！ 去程 搭車地點：汐止車站信義路 發車時間： 11月21日 （六）下午五點至六點十分，發車四班次 回程 上車地點：那米哥宴會廣場 發車時間： 11月21日（六）晚上九點十五分到九點五十分，發車三班次 那米哥宴會廣場地址：新北市汐止區大同路三段611號 聯絡電話：0911-765-688(紀先生) ---------------------------------------------------- 其他交通資訊 《捷運》 搭乘捷運文湖線、板南線至「南港展覽館站」6 號出口，轉乘919、藍22公車至「新茂工廠站」。 《客運》 汐止市免費社區巴士：3號汐平線、12號大同新五線〈A.B線〉至「摩天鎮站」。或搭乘基隆客運板基線、基隆客運板瑞線、福和客運板基線、欣和客運基隆中崙線至「摩天鎮站」（南下）、「新茂工廠站」（北上）。 《公車》 51、629、678、817、919、藍22公車至「新茂工廠站」。 《台鐵》 至汐止火車站後轉搭公車前往。 《自行開車》 中山高五堵交流道出口1.5公里。 《停車資訊》 餐廳備有免費停車場，入口位於北基加油站正對面。"
"449664581882455_486110878237825","2015-11-20T07:49:38+0000","【圓夢電影 搖滾一下】 新北市汐止區慈善愛心會秉持「你有一念善根，可結千萬善果」的胸懷服務社會，近期挑選國內外佳評如潮的電影、紀錄片，舉辦水返腳圓夢電影院。從不同人物、階層、領域的故事，讓民眾從中感受生命的韌性，逆境中追求圓夢的過程。 《一首搖滾上月球》是首發場，內容描述六位家有罕見疾病孩子的父親組成了一支業餘搖滾樂團，除了因為是年少的夢想，更是為了宣洩情緒，平均年齡52歲的他們還打算挑戰貢寮海洋音樂祭。 這是一個激勵人心、勇敢追夢的真實故事，黃國昌邀請各位鄉親一起看電影，一起感受搖滾氣氛，尋找向上提升的力量！ 圓夢片單：一首搖滾上月球 放映時間：11月22日(日)下午1點30分~3點30分 映後時間：11月22日(日)下午3點30分~4點30分 映後演唱：李爸、巫爸 映後與談：李爸、巫爸、潘爸、黃國昌 地點：宏國大鎮閱覽室(新北市汐止區大同路二段285號) 進場時間：下午1點~1點30分，座位有限，請提早入席 ※本片榮獲：第15屆(2013)台北電影節觀眾票選獎、第50屆(2014)金馬獎最佳原創電影歌曲《I Love You》、第33屆(2014)香港電影金像獎最佳兩岸華語電影)※ 電影預告：https://www.youtube.com/watch?v=QnriSghHdyI 電影歌曲《I Love You》：https://www.youtube.com/watch?v=BcVh7XUvDzk"
"449664581882455_485376154977964","2015-11-17T11:58:15+0000","【新政治的想像 系列講堂】 主題：新公民出現了，新媒體呢？ 講者：張鐵志（報導者共同創辦人兼總主筆、知名政治、音樂評論家） 時間：11月20日（五）18:30～20:00 地點：黃國昌競選總部（汐止區大同路二段387號) 簡介： 近幾年的公民運動風起雲湧，紛紛提出告別舊有政治的框架與包袱，期待新世代關心政治大小事、鼓勵新世代參與政治事務。黃國昌競選總部特別企劃「新政治的想像」系列講座，首場邀請報導者共同創辦人兼總主筆—張鐵志，分享籌備新媒體的初衷與挑戰，以及評論新政治的走向與新政黨的期許。 延伸閱讀： 專做深度調查報導，何榮幸、張鐵志宣佈網路新媒體「報導者」成立 http://www.inside.com.tw/2015/09/01/the-reporter 【負者】新媒體的價值與力量，《報導者》張鐵志來囉！ http://blog.tedxtainan.org/2015/11/curator-8-4/ 張鐵志：從小確幸到憤怒的一代 http://opinion.cw.com.tw/blog/profile/7/article/1201 蘋中信：從野百合到太陽花（張鐵志） http://www.appledaily.com.tw/appledaily/article/headline/20141104/36186309/"
"449664581882455_485323564983223","2015-11-17T05:48:19+0000","走過萬里街頭 就知道什麼是人情味 一大早就到了萬里公有市場和老街向鄉親問好，路途到達北海岸，優美的風景讓團隊一時忘卻了競選的辛苦。 萬里鄉親的熱情更是令人感動，有鄉親大哥穿著睡衣就開門要邀請國昌進家裡坐坐，真是不好意思，打擾您休息。 也謝謝從各地趕來幫忙的志工大哥大姐，辛苦早起，不辭辛勞陪著走遍萬里大街小巷，揪感心～～"
"449664581882455_485128355002744","2015-11-16T12:59:53+0000","競選主題歌曲「擱衝」即將在募款餐會首播！ 從9月6日，汐止競選總部成立，我們懷抱著理想出發，一路走來，在與鄉親接觸、對話的過程中，目睹了很多的感動，也深深體會了人民對改變的渴望。 即將在11月21日晚上募款餐會公布的這首競選歌曲「擱衝」，訴說的並不單是我們的競選活動，更是許多人對這塊土地共同的期盼與打氣。 感謝竹間也老師創作了這首歌，許許多多和竹間也老師一樣對台灣充滿著熱愛的朋友，讓我們更深切感動於每份支持的力量，我們相信，這就是時代的力量。 期待本週六募款餐會──競選主題曲大首播！ ———————————————— 關於募款餐會購票事宜，說明如下: 1.在11/15前線上購票的朋友，我們會在11/17將票券全數寄出，請您留意收件。如未收到請跟我們聯絡。 2.自11/16起，網路購票系統將採現場取票，在線上完成購買手續後，系統會傳簡訊告知您取票序號，請在餐會當天攜帶您的證件和序號至餐會現場取票。 另外，網路購票在11/19本週四截止，當天餐會現場不會販售餐券，要買要快唷！ 購票網址：https://donate.pay2go.com/KC2016/fundraising 因為有您，從頭贏回臺灣的時刻越來越靠近。 因為有您，翻轉國會、共創新政治，已經不遠。 *那米哥宴會廣場地址：新北市汐止區大同路三段611號 *汐止競選總部：新北市汐止區大同路二段387號 T 02-2643-1123 *瑞芳競選總部:新北市瑞芳區明燈路三段73號 T 02-2497-0110 *金萬聯合競選總部:新北市金山區中山路303號 T 02-2498-0199 黃國昌競選總部-線上政治捐款 https://donate.pay2go.com/KC2016/facebook"
"449664581882455_485041401678106","2015-11-16T03:52:20+0000","【人生智慧 系列講座】 主題：白袍身後—職場觀察與社會實踐 講者：盧彥廷（馬偕醫院內科住院醫師） 時間：11月18日（三）19:00～21:00 地點：黃國昌競選總部 (汐止區大同路二段387號) 講者簡介： 來自嘉義的南部小孩，高中獨自一個人離開家鄉就讀建國中學。由於對於社會議題與人文關懷有特別的熱誠，而加入大眾傳播社，經常認為自己擁有南台灣人的熱情，結交了不同領域的朋友。 經歷2006年倒扁紅潮，也常常省思「對於這個社會我們還能多做些什麼」？ 大學就讀台北醫學大學醫學系，在醫學大學中首先號召「反媒體壟斷活動」，遊走校園不斷遊說，又於318太陽花學運加入太陽花醫療團，試著以學生、醫師的角度思索在社會運動中的角色與省思。"
"449664581882455_484877868361126","2015-11-15T13:12:08+0000","幸福瑞芳 有你真好 一個月前，我站在台鐵四腳亭站的出口，與準備前去上班的早起通勤族們問好；今早八點結束大尖山的行程後，我直奔瑞芳四腳亭，與一群熱心志工深入四腳亭的巷弄內。 走在四腳亭的市集內，叫賣魚貨的市集大姐跟我說，四腳亭雖然不若汐止、瑞芳市區的大小，但她每日早起，前往基隆漁港挑選現撈的海產回到鎮上，四腳亭的老少居民們，保持著每日固定的生活作息。 我跟著當地志工的步伐，走在四腳亭的鄉里內，有鄉親跟我說，也有許多外地而來的居民，輾轉定居於此，形成今天的聚落。我深深細想，無論來自何方，努力而認真的在自己生活的土地上生活，不也是居住台灣各個角落每個人的心願嗎？ 走在鄉里行程快結束時，牽著小妹妹的媽媽對我說，我們在其他地方遇過你，希望下次在路上還能再見。 當然！無論是接下來的選戰六十天，或選後的未來四年，四腳亭一定會經常出現國昌的身影。"
"449664581882455_484665905048989","2015-11-14T23:20:26+0000","早安，來自汐止大尖山頂的問候！"
"449664581882455_484561768392736","2015-11-14T14:17:03+0000","「四腳亭有您真好」 明日早上九點五十分，國昌老師將與志工同行，再次深入瑞芳四腳亭鄉里，面對面向瑞芳四腳亭鄉親拜票，望當地鄉親與您的牽成，一同見證瑞芳四腳亭鄉里的熱情與美麗！ 集合時間：11/15 09:40 集合地點：新北市瑞芳區大埔路172號，四腳亭後火車站–消防隊旁火車地下道出口。 掃街時間：09:50-11:30 聯繫電話：0921998796世欽"
"449664581882455_484422348406678","2015-11-14T01:52:08+0000","〔早安，汐止鄉親〕 阿嬤，國昌回來看你了，你的叮嚀一定牢牢記得。 中正市場的鄉親，大家辛苦了。 國昌會為了鄉親們的幸福繼續打拼。"
"449664581882455_484290445086535","2015-11-13T13:33:17+0000","《汐止動起來、中正市場再度相握》 中正市場是國昌與競選團隊第一次掃街的地方，經歷3個月的選戰行程，我們從來沒有忘記在競選總部後面的好鄰居。明天上午，我們中正市場見，國昌再次與您真誠相握。 掃街地點：中正市場 掃街時間：11月14日(六)上午8點～10點 集合時間：上午7點40分 集合地點：黃國昌競選總部（汐止區大同路二段387號）"
"449664581882455_484250435090536","2015-11-13T10:22:46+0000","當初，收到台北市小英姐妹會的午茶邀約，我原本以為是一個十幾位支持者的小型聚會。 結果，今天下午趕到會場，才發覺現場坐了滿滿的朋友。 感謝所有今天專程前來為國昌加油的朋友，你們的熱情rocks! 我會加油，大家一起努力，從頭贏回台灣。"
"449664581882455_483968885118691","2015-11-12T04:42:41+0000","早上，冒雨穿梭在金瓜石與九份的巷弄。 許多鄉親略顯驚訝，說這裡沒什麼人，沒想到我會親自走來。我笑著回答：當然要親自來，每位鄉親的聲音與支持，都很重要。 雖然淋濕了全身，心裡還是覺得溫暖。 謝謝所有為我加油的朋友，我會努力。"
"449664581882455_483798335135746","2015-11-11T12:36:34+0000","〔囝仔收涎四月日，家園豐收大富貴〕 台灣傳統習俗中，孩子到了滿四個月的時候，要在脖子上掛一串收涎餅乾，親友沾一下寶寶的口水後再說些吉祥話，祈求寶寶能夠平安順利的長大。這天到了瑞芳龍巖宮，剛好鄉親在廟內發送收涎餅，分享孩子成長的喜悅，國昌也被可愛的婆婆餵了餅。婆婆還親切的送上祝福，她說：小朋友吃餅健康好搖飼，大人吃餅打拼向前衝。"
"449664581882455_482759275239652","2015-11-07T15:55:22+0000","[競選總部成立大會之後] 與蔡英文主席在金山萬里的聯合競選總部成立大會，順利完成，心中帶著對支持者的感激，可惜無法久留，得趕赴凱道。 如同我在成立大會跟大家報告，在面對馬習會這麼重大的議題，實在無法以全然放鬆歡慶的心情，來慶祝聯合競選總部的成立，但是大家支持我的心意，我都收到了。 謝謝謝志偉教授、柯一正導演、臺南市長賴清德、前行政院長游錫?、前立委陳朝龍、新北市議員李坤城，以及新北市議員周雅玲，對我的肯定與推薦，尤其感謝臺南市長賴清德，特別從南部上來，陪同我一齊在他的故鄉 金山萬里掃街。演唱家林慈音選唱蕭泰然大師的歌曲、野人洞穴選唱他們在公民運動上的招牌歌曲，都是對臺灣的期許。 在此，也要對全世界只剩下四艘磺火船的老船長謝永坤致謝，他的心意我收到了，那艘由一百六十八張四色牌摺成，象徵「一路發」的磺火船紙模型，提醒我，要把臺灣文化像是碩果僅存的磺火船文化，推向國際，讓國際友人都能體會臺灣文化之美。 夜幕漸漸低垂，我的心情一方面沉重，另一方面，卻滿載著支持者的心意。 我們一定要從頭贏回臺灣，贏回臺灣的尊嚴與驕傲。"
"449664581882455_482129108636002","2015-11-05T11:07:24+0000","[英派執政，氣象一新 國昌問政，耳目一新] 小英與國昌 金山萬里聯合競選總部成立大會 將於本週六下午兩點到三點半， 在金山區麥當勞旁停車場舉行 主持人: <頭家來開講>主持人謝志偉 邀請貴賓 *萬里子弟、現任臺南市長賴清德， *前行政院長游錫? 水牛伯 *知名導演 柯一正 歡迎各位鄉親前來逗熱鬧 一起見證新時代、共創新未來"
"449664581882455_481818228667090","2015-11-04T07:01:33+0000","【文化講堂系列】 主題：汐止文化演繹史 講者：鄭維棕 (萬金石海洋社區大學汐止社大秀峰高中校區副校長、資深文史工作者) 時間：11月5日(四)晚上7點~9點 地點：黃國昌競選總部(新北市汐止區大同路二段387號，臨近汐止車站) 講座介紹： 鄭維棕老師從新聞工作者轉行成為文史工作者，憑藉對資訊的深入探索與精確掌握，運用不同媒介讓民眾認識汐止的過往今來，為搶救汐止文化注入不可或缺的能量。本週四文化講堂第三場，誠摯邀請關心汐止歷史、古蹟、河川以及產業的朋友，同來黃國昌競選總部聆聽喔！ 延伸閱讀： 汐止文化網 http://www.sinew.idv.tw/me1/me2index.htm 汐說重頭 水返腳 https://www.youtube.com/watch?v=rq8J8fB3xB8"
"449664581882455_481681715347408","2015-11-03T16:28:33+0000","為了因應馬英九宣布馬習會，早上9:00將赴立法院抗議，原定的萬里拜票行程取消，請萬里鄉親見諒。 星期三上午09:00，我們立法院見！"
"449664581882455_481679915347588","2015-11-03T16:17:16+0000","＊緊急動員＊ （轉） 國昌黃 明天早上馬英九要去立法院報告馬習會，時代力量將赴立法院抗議，請大家加入我們，09:00立法院門口集合！"
"449664581882455_481647558684157","2015-11-03T14:27:09+0000","[風調雨順 國運昌隆] 風調雨順、國運昌隆，一直是廟裏拜拜的祝禱詞，今天國昌和蔡英文主席共同到汐止的忠順廟及瑞芳龍嚴宮參拜，感謝鄉親冒雨前來，還是給予我們最熱情的歡迎。 蔡英文主席稱我為學弟，馨香裊裊，我們同是台大法律系、康乃爾大學前後期的學姊與學弟。 兩個世代的黨主席，我和蔡英文主席手持香， 一拜祈求小英當選、也讓出身汐止子弟的我能當選，讓汐止有更好的未來 二拜祈求瑞芳年輕人在地就業，瑞芳可成為老人安心、年輕人開心回鄉的城鎮 三拜未來長者都能得到妥善照顧。 願三柱香，誠心達天，心願得償。"
"449664581882455_481543488694564","2015-11-03T05:17:46+0000","今日蔡英文主席和國昌在汐止忠順廟為國家祈福參拜後，赴總部拍攝定裝照。外頭毛毛細雨，回到棚內兩位主席，為棚內帶來輕鬆熱絡自在氣氛，兩位拍照時閒話交談，不同世代的黨主席，帶著民眾們的期待，握緊拳頭，為台灣的民主加油。"
"449664581882455_481341935381386","2015-11-02T10:24:02+0000","[汐止漏油事件] 今天早上汐止中興路發生中油地下油管爆裂事件，不僅造成現場環境遭受嚴重污染，也導致汐止社后地區嚴重的交通堵塞，我們在得知消息後，就立即前往現場了解情形。 依現場指揮官的說明，爆裂的管線是1994年就已舖設的地下管線，爆裂原因目前仍然不明；此外，因應漏油的吸油作業，目前已經將漏油路段封路。 中油估計清理漏油的作業將持續3至4天，這段時間將影響當地的交通，提醒在地鄉親出門時留心安全。 我們會持續追蹤漏油的清理作業進度，根據作業進度不定時向大家匯報。 同時我們也呼籲，中油及相關單位應儘速查明管線破裂的原因，並向受影響的居民們說明；主管機關也應要求中油針對此次漏油事件提出檢討報告，並就中油董事長林聖忠上午在立法院所說，老舊油氣管線每五年的定期維護與汰換一事，提出相關維護記錄。"
"449664581882455_481273562054890","2015-11-02T01:52:00+0000","【緊握每雙伸出的手】 掃街時，越來越多的鄉親，主動伸出他們的手， 從他們的掌心裡，傳來溫暖而堅定的力量； 說不出話的阿姨，也用手急切地表達她的支持與肯定。 溫暖而堅定的力量 靜默卻巨大的力量 匯聚成暖暖動能，支持著我，繼續大步前進。"
"449664581882455_481154915400088","2015-11-01T14:48:06+0000","[一路走來 感謝有您] 參選至今，每雙握過的手，每雙誠懇的眼睛， 都是支持前進的動力。 蒙您支持，國昌募款餐會將於本月二十一日（六）舉行， 地點位在新北市汐止那米哥宴會廣場B1。 餐卷可至汐止、瑞芳或是金萬競選總部購買， 也可透過網路預購。 因為有您，從頭贏回臺灣的時刻越來越靠近。 因為有您，翻轉國會、共創新政治，已經不遠。 再次誠心感謝。 *網路餐購票連結： https://donate.pay2go.com/KC2016/fundraising *那米哥宴會廣場地址：新北市汐止區大同路三段611號 *汐止競選總部：新北市汐止區大同路二段T 02-2643-1123 *瑞芳競選總部:新北市瑞芳區明燈路73號T 02-2497-0110 *金萬聯合競選總部:新北市金山區中山路303號 T 02-2498-0199"
"449664581882455_481099972072249","2015-11-01T09:31:19+0000","[小英與國昌 虔誠祝禱] 馨香三柱 小英與國昌，聯袂為汐止、瑞芳祈福 一願國泰民安 二願英派執政 三願國運昌隆 歡迎鄉親一起上香同祝 *汐止行程 11月3日 (二)上午九點半 地點：汐止忠順廟 地址：汐止公園路十號 *瑞芳行程 11月3日(二)上午十一點 地點：瑞芳祖師廟 地址：瑞芳明燈路三段152號"
"449664581882455_481069255408654","2015-11-01T05:30:41+0000","[雷神昌爾萬聖節之神聖任務] 萬聖節的晚上，小朋友是老大 他們要求握手、拍照， 一定全力以赴不敢鬆懈 指揮交通、保護他們的安全， 則是神聖光榮的任務 小朋友們燦爛的笑容， 是絕對奮戰的目標 為了下一代的未來，為了讓小朋友的笑容常掛臉上， 我，會更加努力"
"449664581882455_480860065429573","2015-10-31T07:14:36+0000","【汐止動起來 國昌與鄉親真誠相握】 國昌與競選團隊將於11月1日(日)上午，到力行市場、林森市場掃街; 我們會把握並珍惜有限的選戰時間，持續勤走大大小小的汐止市場，一步一腳印，將國昌的參選理念傳給鄉親知道。希望鄉親一傳十、十傳百，邀請更多親友到現場給予國昌支持！ 掃街時間：11月1日(星期日)上午9點30分~上午11點30分 力行市場集合資訊：9點25分於全家便利商店(汐止區力行街1號) 林森市場集合資訊：10點25分於林森市場門口(台北市舊莊街1段199巷16弄10號前200公尺，汐止國道高速公路高架橋下) 聯絡信箱：kcpartner2016@gmail.com 聯絡人方式：0910-005-245 楊先生"
"449664581882455_480813495434230","2015-10-31T01:58:03+0000","【金山老街，國昌又來啦！】 鄉親早安，立委候選人黃國昌來跟您問好，今晚又會換另一個身分上陣哦，敬請期待～～"
"449664581882455_480690278779885","2015-10-30T17:11:58+0000","[金山動起來，國昌與鄉親真誠相握] 星期六(31日)透早，國昌與競選團隊將到金山第一公有零售市場(中山路188號)掃街，歡迎金山鄉親與國昌熱情相握! 集合時間：10月31日(星期六)上午7點50分 集合地點：金山區公所 (中正路11號) 掃街時間：上午8點00分~10點00分 聯絡信箱：kcpartner2016@gmail.com 聯絡人方式： 0956-606-048 Alan (賴先生)"
"449664581882455_480649695450610","2015-10-30T14:03:39+0000","為了對抗來自紅色星球的惡勢力，也為了讓汐止的小朋友明天晚上有個歡樂的萬聖節，我決定公開我的真實身份，明晚在汐止現身。 現身地點：汐止區福德一路274號2樓 現身時間：星期六(31) 下午6點~9點"
"449664581882455_480423472139899","2015-10-29T15:34:38+0000","【萬聖節 Halloween，對正義使者大喊 Hallo-Win!】 照片圖說: 限量版夜光閃閃紋身貼紙 位於汐止的競選總部團隊，已為鄉親舉辦趣味汐止腔和音樂講座，而本星期六馬上又有好康! 星期六(31) 下午6點~9點，競選團隊夥伴將在汐止福德一路274號2樓，舉辦萬聖節活動，歡迎爸媽帶小朋友前來，跟著我們一起對正義使者大喊- Halloween, Hallo-Win! 活動辦法 只要對著 正。義。使。者 大聲說出我們通關密語，比出通關手勢，即可獲得限量版夜光閃閃紋身貼紙。(至於正義使者是誰?小編已經透露答案^^) 現場另備有Q版的橡皮印章，讓大家可以蓋印做紀念 ☆☆競選總部是大家的文化講堂，也是大家的家庭遊戲場☆☆ ------------------------------------------------------------------------------------- 小編好康大放送 1. 通關密語就是Halloween, Hallo-Win；手勢就是右手伸出去再加豎起大拇指 2. 無法到現場的朋友，也能和我們一起Hallo-Win，前十名猜對正義使者是誰、並於臉書留言的臉友，即可獲得Q版神秘限量版手工特製卡片。"
"449664581882455_479353972246849","2015-10-25T12:04:29+0000","【由衷感謝您的到場 恁的牽成是阮的力量】 謝謝各位鄉親和支持者蒞臨瑞芳火車站站前廣場，一同參與黃國昌瑞芳辦公室成立大會，也帶來精彩的表演節目。大家的支持讓競選團隊深受鼓勵，更相信我們企圖翻轉國會、改變台灣的願望即將成真。 特別感謝名主持人于美人和九份燦哥妙語連珠的全力相挺，前行政院長謝長廷、基隆市長林右昌、立法委員高志鵬、前立法委員陳朝龍、前立法委員謝欣霓、新北市議員林裔綺、政治評論家周玉蔻、得洋電子總裁顏志發、瑞芳工業區小英後援會會長顏志耀等前輩先進到場加油打氣！時代力量政策組召集人徐永明也代表時代力量獻上祝福。 看到人群擠滿廣場，除了感激之外還是感激，更明白肩上擔負著鄉親的期盼，一定會盡到為在地發聲，讓瑞芳的生活更加幸福的重責大任。我們會努力不讓您失望，胼手胝足，從頭贏回台灣。"
"449664581882455_479108122271434","2015-10-24T12:00:00+0000","[成立大會 倒數計時] 嘉賓雲集 ★嗨翻瑞芳 特。別。來。賓 。人 。 數 。持 。續 。攀 。 升 越過國北內瑞芳，穿越要道柑仔瀨 打造昌盛新國會，展望表現新未來 在地說讚新經濟，建立演化新金脈 黃國昌 立委瑞芳競選辦公室 成立大會 歡迎鄉親 樓頂招樓腳、阿母招阿爸 作伙來 鬧熱滾滾"
"449664581882455_479034008945512","2015-10-24T02:34:31+0000","【瑞芳鄉親好 我們會一直都在 為您發聲】 明天10月25日上午，9點20分到11點半，在瑞芳火車站站前廣場，將舉行瑞芳競選總部成立大會。歡迎您一起來參加，從瑞芳贏回台灣！"
"449664581882455_478923345623245","2015-10-23T15:19:22+0000","【瑞芳動起來 黃國昌與鄉親真誠相握】 黃國昌與競選總部團隊明天再度拜訪瑞芳第二公有市場與中正路沿街攤商，向辛勞的攤商與趁著周休二日採買的菜籃族問好。歡迎有空的朋友們給我們打氣喔！ 集合時間：上午8點50分 集合地點：黃國昌瑞芳競選辦公室 (明燈路三段73號) 掃街時間：上午9點00分~11點00分 掃街地點：瑞芳第二公有市場(民生街35巷2號)與中正路一帶"
